EntityNumber,Language,TypeOfDenomination,Denomination
0211.256.597,3,3,Fabrique d'Eglise Sainte-Elisabeth (BR - Schaerbeek)
0211.256.597,4,3,Kerkfabriek Sint-Elisabeth (BR - Schaarbeek)
0211.256.696,3,3,Fabrique d'Eglise Sainte-Famille (BR - Schaerbeek)
0211.256.696,4,3,Kerkfabriek Heilige-Familie (BR - Schaarbeek)
0211.256.894,3,3,Fabrique d'Eglise Sainte-Marie (BR - Schaerbeek)
0211.256.894,4,3,Kerkfabriek Heilige-Maria (BR - Schaarbeek)
0211.256.993,3,3,Fabrique d'Eglise Sainte-Thérèse d'Avila (BR - Schaerbeek)
0211.256.993,4,3,Kerkfabriek Sint-Theresia van Ávila (BR-Schaarbeek)
0211.257.092,3,3,Fabrique d'Eglise Saint Remi à Mont-Gauthier ( WL - Rochefort )
0211.257.290,3,3,Fabrique d'Eglise Notre-Dame de Lourdes à Montignies-sur-Sambre (WL - Charleroi)
0211.257.488,3,3,Fabrique d'Eglise de Montignies-sur-Sambre ( WL - Charleroi )
0211.257.686,3,3,Fabrique d'Eglise Saint Etienne à Mont ( WL - Houffalize )
0211.257.785,3,3,Fabrique d'Eglise Saint Pierre à Mont ( WL - Houffalize )
0211.257.884,3,3,Fabrique d'Eglise de la Chapellerie Ste Brigitte à Langlire ( WL - Gouvy )
0211.257.884,3,4,Fabrique d'Eglise Ste Brigitte de Langlire
0211.257.983,3,3,Fabrique d'Eglise Saint Urbain ( WL - Gouvy )
0211.258.082,3,3,Fabrique d'Eglise Saint Roch à Montleban ( WL - Gouvy )
0211.258.181,3,3,Fabrique d'Eglise Saint-Martin à Montroeul-au-Bois (WL - Frasnes-lez-Anvaing)
0211.258.379,3,3,Fabrique d'église St Jacques à Fontenaille  ( WL - Houffalize )
0211.258.478,3,3,Fabrique d'Eglise Saint-Guibert (WL - Mont-Saint-Guibert)
0211.258.577,3,3,Fabrique d'Eglise Sainte-Geneviève à Mont-Sainte-Geneviève (WL - Lobbes)
0211.258.676,4,3,Kerkfabriek Sint-Martinus (VL - Moorslede)
0211.258.775,3,3,Fabrique d'Eglise Saint-François d'Assise (BR - Schaerbeek)
0211.258.775,4,3,Kerkfabriek Sint-Franciscus van Assisi (BR - Schaarbeek)
0211.258.874,3,3,Fabrique d'Eglise Saint-Servais (BR - Schaerbeek)
0211.258.874,4,3,Kerkfabriek Sint-Servaas (BR - Schaarbeek)
0211.258.973,3,3,Fabrique d'Eglise Saint-Etienne à Montzen (WL - Plombières)
0211.259.072,4,3,Kerkfabriek Sint-Martinus en Sint-Christoffel te Moorsele (VL - Wevelgem)
0211.259.171,4,3,Kerkfabriek Sint-Catharina te Mopertingen (VL - Bilzen)
0211.259.270,3,3,Fabrique d'Eglise Saint Martin à Morialmé ( WL - Florennes )
0211.259.369,3,3,Fabrique d'Eglise Saint-Pierre à Mortier (WL - Blégny)
0211.259.468,3,3,Fabrique d'Eglise Saint Nicolas à Mornimont ( WL - Jemeppe-sur-Sambre)
0211.259.567,4,3,Kerkfabriek Sint-Martinus te Moorsel (VL - Aalst)
0211.259.666,3,3,Fabrique d'Eglise Saint Denis à Morhet ( WL - Vaux-sur-Sûre )
0211.259.765,3,3,Fabrique d'Eglise Saint Lambert à Vaux-Sur-Sûre ( WL - Vaux-sur-Sûre )
0211.259.864,3,3,Fabrique d'Eglise Saint-Martin (WL - Morlanwelz)
0211.259.963,4,3,Kerkfabriek Sint-Bernadette (VL - Mortsel)
0211.260.062,4,3,Kerkfabriek Heilig Kruis (VL - Mortsel)
0211.260.161,4,3,Kerkfabriek Sainte-Thérèse de l'Enfant Jésus (VL - Mortsel)
0211.260.260,4,3,Kerkfabriek Sint-Jozef (VL - Mortsel)
0211.260.359,4,3,Kerkfabriek Sint-Lodewijk (VL - Mortsel)
0211.260.458,3,3,Fabrique d'Eglise Saint Alexandre à Morville ( WL - Onhaye )
0211.260.557,4,3,Kerkfabriek Onze-Lieve-Vrouw Hemelvaart te Moelingen (VL - Voeren)
0211.260.656,3,3,Fabrique d'Eglise Saint-Pierre à Mourcourt (WL - Tournai)
0211.260.755,3,3,Fabrique d'Eglise de Saint Barthélemy ( WL - Mouscron )
0211.260.854,3,3,Fabrique d'Eglise Saint Antoine de Padoue ( WL - Mouscron )
0211.260.953,3,3,Fabrique d'Eglise Sainte Famille ( WL - Mouscron )
0211.261.052,3,3,Fabrique d'Eglise Bon Pasteur ( WL - Mouscron )
0211.261.349,3,3,Fabrique d'Eglise Saint Fredegand à Moustier-sur-Sambre ( WL - Jemeppe-sur-Sambre )
0211.261.448,3,3,Fabrique d'Eglise Immaculée Conception ( WL - Jemeppe-sur-Sambre )
0211.261.547,3,3,Fabrique d'Eglise Saint-Gangulphe à Moxhe (WL - Hannut)
0211.261.646,3,3,Fabrique d'Eglise à Mozet ( WL - Gesves )
0211.261.943,3,3,Fabrique d'Eglise Saint Lambert à Mozet ( WL - Gesves )
0211.262.042,4,3,Kerkfabriek Sint-Hilarius te Mullen (VL - Oudenaarde)
0211.262.339,3,3,Fabrique d'Eglise Saint Jean Baptiste ( WL - Florenville )
0211.262.438,4,3,Kerkfabriek Onze-Lieve-Vrouw ten Hemelopneming te Munsterbilzen (VL - Bilzen)
0211.262.537,4,3,Kerkfabriek Sint-Bonifatius te Munte (VL - Merelbeke)
0211.262.636,3,3,Fabrique d'Eglise Saint Martin( WL - Musson )
0211.262.735,3,3,Fabrique d'Eglise Sainte-Famille à Baranzy (WL - Musson)
0211.262.834,3,3,Fabrique d'Eglise Saint-Walfroid à Willancourt (WL - Musson)
0211.262.933,3,3,Fabrique d'Eglise Assomption de la Sainte-Vierge à My ( WL- Ferrières )
0211.263.032,3,3,Fabrique d'Eglise Saint Etienne  à My ( WL - Ferrières )
0211.263.131,3,3,Fabrique d'Eglise Saint-Martin à Naast (WL - Soignies)
0211.263.230,3,3,Fabrique d'Eglise Sainte-Marguerite à Nadrin (WL - Houffalize)
0211.263.329,3,3,Fabrique d'Eglise Saint-Martin (WL - Florenville)
0211.263.428,3,3,Fabrique d’église de la Paroisse de la Sainte Vierge  ( WL - Ham-sur-Heure-Nalinnes )
0211.263.527,3,3,Fabrique d'Eglise Saint Nicolas ( WL- Ham-sur-Heure-Nalinnes )
0211.263.626,3,3,Fabrique d'Eglise Saint Benoit ( WL- Ham-sur-Heure-Nalinnes )
0211.263.725,3,3,Fabrique d'Eglise Notre-Dame à Namêche ( WL - Andenne )
0211.263.824,3,3,Fabrique d'Eglise Saint Jean l'Evangéliste en la Cathédrale ( WL- Namur )
0211.263.923,3,3,Fabrique d'Eglise Sainte-Julienne (WL - Namur)
0211.264.022,3,3,Fabrique d'Eglise Saint Paul ( WL - Namur )
0211.264.121,3,3,Fabrique d'Eglise Notre-Dame (WL - Namur)
0211.264.220,3,3,Fabrique d'Eglise Saint-Nicolas (WL - Namur)
0211.264.319,3,3,Fabrique d'Eglise Saint Joseph (WL - Namur)
0211.264.418,3,3,Fabrique d'Eglise Saint-Loup (WL - Namur)
0211.264.517,3,3,Fabrique d'Eglise Saint-Jean-Baptiste (WL - Namur)
0211.264.616,3,3,Fabrique d'Eglise Saint-Pierre-aux-Liens à La Plante (WL - Namur)
0211.264.715,3,3,Fabrique d'Eglise Sacré Coeur ( WL - Namur )
0211.264.814,3,3,Fabrique d'Eglise Saint-Materne (WL - Namur)
0211.264.913,3,3,Fabrique d'Eglise à Namur ( WL - Namur )
0211.265.012,3,3,Fabrique d'Eglise Saint Albert ( WL - Namur )
0211.265.111,3,3,Fabrique d'Eglise Sainte Anne à Nafraiture ( WL - Vresse-sur-Semois )
0211.265.210,3,3,Fabrique d'Eglise Saint-Martin (WL - Nandrin)
0211.265.309,3,3,Fabrique d'Eglise à Naninne ( WL - Namur )
0211.265.507,3,3,Fabrique d'Eglise Saint Monon à Nassogne ( WL - Nassogne )
0211.265.606,3,3,Fabrique d'Eglise Assomption de la Sainte-Vierge à Natoye (WL - Hamois)
0211.265.705,3,3,Fabrique d'Eglise Très Saint Sacrement ( WL- Namur )
0211.265.903,4,3,Kerkfabriek Onze-Lieve-Vrouw Geboorte (VL - Nazareth)
0211.266.099,4,3,Kerkfabriek Sint-Pietersbanden te Nederbrakel (VL - Brakel)
0211.266.198,4,3,Kerkfabriek Sint-Amandus te Nederhasselt  (VL - Ninove)
0211.266.297,4,3,Kerkfabriek Sint-Stephanus te Nederokkerzeel (VL - Kampenhout)
0211.266.396,4,3,Kerkfabriek Alle Heiligen te Nederzwalm (VL - Zwalm)
0211.266.495,4,3,Kerkfabriek Sint-Macharius te Nederboelare (VL - Geraardsbergen)
0211.266.594,4,3,Kerkfabriek Sint-Lambertus te Neerharen (VL - Lanaken)
0211.266.693,4,3,Kerkfabriek Sint-Mauritius te Neerhespen (VL - Linter)
0211.266.792,3,3,Fabrique d'Eglise Saint-Sulpice à Neerheylissem (WL - Hélécine)
0211.267.188,4,3,Kerkfabriek Sint-Foillanus te Neerlinter (VL - Linter)
0211.267.287,4,3,Kerkfabriek Sint-Lambertus te Neeroeteren (VL - Maaseik)
0211.267.386,4,3,Kerkfabriek Sint-Niklaas (VL - Neerpelt)
0211.267.485,4,3,Kerkfabriek Onze-Lieve-Vrouw Maagd der Armen te Grote-Heide (VL - Neerpelt)
0211.267.584,4,3,Kerkfabriek Sint-Margriet te Neigem (VL - Ninove)
0211.267.683,4,3,Kerkfabriek Sint-Willibrordus te Herent (VL - Neerpelt)
0211.267.782,3,3,Fabrique d'Eglise Saint-Jean Baptiste à Nethen (WL - Grez-Doiceau)
0211.267.881,3,3,Fabrique d'Eglise Saint Michel à Neufchâteau ( WL - Neufchâteau )
0211.267.980,3,3,Fabrique d'Eglise Saint-Laurent à Neufchâteau (WL - Dahlem)
0211.268.079,3,3,Fabrique d'Eglise Saint-Nicolas à Neufvilles (WL - Soignies)
0211.268.178,3,3,Fabrique d'Eglise Notre-Dame à Neuville-en-Condroz (WL - Neupré)
0211.268.277,4,3,Kerkfabriek Sint-Mauritius en Gezellen (VL - Nevele)
0211.268.376,3,3,Fabrique D'Eglise Saint-Pierre à Nessonvaux (WL - Trooz)
0211.268.475,4,3,Kerkfabriek Onze-Lieve-Vrouw Geboorte (VL - Niel)
0211.268.574,4,3,Kerkfabriek Sint-Sébastiaan te Niel-bij-Sint-Truiden (VL - Gingelom)
0211.268.673,4,3,Kerkfabriek Sint-Bernardus te Nieuwpoort-Bad (VL - Nieuwpoort)
0211.268.772,4,3,Kerkfabriek Onze-Lieve-Vrouw (VL - Nieuwpoort)
0211.268.871,4,3,Kerkfabriek Sint-Jan-Baptist te Nieuwenhove (VL - Geraardsbergen)
0211.268.970,4,3,Kerkfabriek Onze-Lieve-Vrouw-Hemelvaart te Nieuwenrode (VL - Kapelle-op-den-Bos)
0211.269.168,4,3,Kerkfabriek Sint-Pieter (VL - Nieuwerkerken)
0211.269.267,4,3,Kerkfabriek Onze-Lieve-Vrouw te Nieuwkerke (VL - Heuvelland)
0211.269.366,4,3,Kerkfabriek Onze-Lieve-Vrouw Ten Bos te Nieuwkerken-Waas (VL - Sint-Niklaas)
0211.269.465,4,3,Kerkfabriek Sint-Bartholomeus te Nieuwmunster (VL - Zuienkerke)
0211.269.564,4,3,Kerkfabriek Sint-Lambertus te Nieuwrode (VL - Holsbeek)
0211.269.663,4,3,Kerkfabriek Onze-Lieve-Vrouw Hemelvaart te Nieuwerkerken (VL - Aalst)
0211.269.762,4,3,Kerkfabriek Sint-Willibrordus (VL - Nijlen)
0211.269.861,4,3,Kerkfabriek Sint Paulus (VL - Nijlen)
0211.269.960,4,3,Kerkfabriek Onze-Lieve-Vrouw (VL - Nijlen)
0211.270.059,3,3,Fabrique d'Eglise Saint Vincent - Saint Martin (WL - Walhain)
0211.270.257,3,3,Fabrique d'Eglise Sacré Coeur ( WL - Mons )
0211.270.356,3,3,Fabrique d'Eglise Immaculée Conception ( WL - Mons )
0211.270.455,3,3,Fabrique d'Eglise Sainte Vierge à Nimy ( WL - Mons )
0211.270.554,4,3,Kerkfabriek Onze-Lieve-Vrouw Hemelvaart (VL - Ninove)
0211.270.554,4,4,O.L.V. HEMELVAART PAROCHIE
0211.270.653,3,3,Fabrique d'Eglise Saint-Lambert à Nismes (WL - Viroinval)
0211.270.752,3,3,Fabrique d'Eglise Collégiale  Sainte-Gertrude (WL - Nivelles)
0211.270.950,3,3,Fabrique d'Eglise Saints-Jean-et-Nicolas (WL - Nivelles)
0211.271.049,3,3,Fabrique d'Eglise Sainte-Thérèse de l'Enfant Jésus (WL - Nivelles)
0211.271.148,3,3,Fabrique d'Eglise Saint-Sépulcre et Saint-Paul (WL - Nivelles)
0211.271.247,3,3,Fabrique d'Eglise Assomption de Notre-Dame à Niverlée (WL - Doische)
0211.271.346,3,3,Fabrique d'Eglise Saint Jean-Baptiste à Nodressart ( WL - Attert )
0211.271.445,3,3,Fabrique d'Eglise Assomption de la Sainte Vierge à Nobressart ( WL - Attert )
0211.271.544,3,3,Fabrique d'Eglise Sainte-Waudru à Nodebais (WL - Beauvechain)
0211.271.643,3,3,Fabrique d'Eglise Saint-Georges à Noduwez (WL - Orp-Jauche)
0211.271.742,3,3,Fabrique d'Eglise à Noirchain ( WL - Frameries )
0211.271.841,3,3,Fabrique d'Eglise Saint Cosme et Damien à Noirefontaine ( WL - Bouillon )
0211.271.940,4,3,Kerkfabriek Sint-Ursmarus te Nokere (VL - Kruishoutem)
0211.272.039,3,3,Fabrique d'Eglise Saint Urbain à Nollevaux ( WL -  Paliseul )
0211.272.138,3,3,Fabrique d'Eglise Saint Hubert  à Nollevaux ( WL - Paliseul )
0211.272.237,4,3,Kerkfabriek Sint-Bavo te Noorderwijk (VL - Herentals)
0211.272.435,4,3,Kerkfabriek Sint-Lambertus te Nossegem (VL - Zaventem)
0211.272.534,3,3,Fabrique d'Eglise Exaltation de la Sainte-Croix à Nothomb ( WL - Attert )
0211.272.633,3,3,Fabrique d'Eglise Saint Fiacre de Nothomb
0211.272.732,3,3,Fabrique d'Eglise Saint Brice de Nouvelles ( WL - Mons )
0211.272.831,3,3,Fabrique de la Chapelle à Noville ( WL - Bastogne )
0211.272.930,3,3,Fabrique d'Eglise à Noville ( WL - Bastogne )
0211.273.128,3,3,Fabrique D'Eglise Saint-Etienne à Noville (WL - Bastogne)
0211.273.227,3,3,Fabrique de la Chapelle à Noville ( WL - Bastogne )
0211.273.326,3,3,Fabrique d'Eglise Saint Georges Sart-Avril à Noville-Les-Bois ( WL - Fernelmont )
0211.273.425,3,3,Fabrique d'Eglise Saint Etienne à Noville-Les-Bois (WL - Fernelmont)
0211.273.524,3,3,Fabrique d'Eglise Saint Philibert ( WL - Eghezée )
0211.273.623,4,3,Kerkfabriek Onze-Lieve-Vrouw Hemelvaart te Nukerke (VL - Maarkedal)
0211.273.722,3,3,Fabrique d'Eglise de la Sainte Vierge à Obaix ( WL - Pont-à-Celles )
0211.273.821,4,3,Kerkfabriek Sint-Barnabas te Noordschote (VL - Lo-Reninge)
0211.273.920,3,3,Fabrique d'Eglise Saint Martin à Obourg ( WL - Mons )
0211.274.019,3,3,Fabrique d'Eglise Saint-Remacle à Ocquier (WL - Clavier)
0211.274.217,3,3,Fabrique d'Eglise Saint-Donat à Odeigne (WL - Manhay)
0211.274.316,3,3,Fabrique de la Chapelle Saint Hubert à Odeigne ( WL - Manhay )
0211.274.415,4,3,Kerkfabriek Sint-Petrus te Oedelem (VL - Beernem)
0211.274.514,3,3,Fabrique d'Eglise de la Sainte Vierge à Rosseignies ( WL - Pont-à-Celles )
0211.274.613,4,3,Kerkfabriek Heilige Martinus (VL - Zulte)
0211.274.811,4,3,Kerkfabriek Sint-Lambertus te Oedelem (VL - Beernem)
0211.274.910,4,3,Kerkfabriek van Sint-Ursmarus te Oetingen (VL - Gooik)
0211.275.009,3,3,Fabrique d'Eglise Saint-Nicolas à Oeudeghien (WL - Frasnes-lez-Anvaing)
0211.275.108,4,3,Kerkfabriek Sint-Martinus te Oeselgem (VL - Dentergem)
0211.275.207,4,3,Kerkfabriek Sint-Michiel te Oevel (VL - Westerlo)
0211.275.306,3,3,Fabrique d'Eglise Saint-Hubert à Offagne (WL - Paliseul)
0211.275.405,3,3,Fabrique d'Eglise Saint-Etienne à Ohain (WL - Lasne)
0211.275.504,3,3,Fabrique d'Eglise Saint-Remi à Oignies-en-Thierache (WL - Viroinval)
0211.275.799,3,3,Fabrique d'Eglise Saint Antoine de Padoue ( WL - Bièvre )
0211.275.898,3,3,Fabrique d'Eglise Saint Monon ( WL - Bièvre )
0211.276.096,3,3,Fabrique d'Eglise à Oizy ( WL - Bièvre )
0211.276.195,4,3,Kerkfabriek Onze-Lieve-Vrouw Presentatie te Okegem (VL - Ninove)
0211.276.294,3,3,Fabrique d'Eglise Saint-Denis à Oleye (WL - Waremme)
0211.276.393,3,3,Fabrique d'Eglise Sainte Agathe à Ollignies ( WL - Lessines )
0211.276.492,4,3,Kerkfabriek Sint-Willibrordus te Olmen (VL - Balen)
0211.276.690,3,3,Fabrique d'Eglise Saint-Sébastien (WL - Olne)
0211.276.789,3,3,Fabrique d'Eglise Saint-Hadelin (WL - Olne)
0211.276.888,4,3,Kerkfabriek Sint-Pieter te Olsene (VL - Zulte)
0211.276.987,3,3,Fabrique d'Eglise Saint-Joseph à Ransbeck (WL - Lasne)
0211.277.185,3,3,Fabrique d'Eglise Saint-Lambert à Omal (WL - Geer)
0211.277.383,3,3,Fabrique d'Eglise Saints-Martin et Walhère (WL - Onhaye)
0211.277.482,4,3,Kerkfabriek Sint-Martinus te Onkerzele (VL - Geraardsbergen)
0211.277.680,3,3,Fabrique d'Eglise Saint Pierre à Onnezies ( WL -  Honnelles )
0211.277.878,4,3,Kerkfabriek Onze-Lieve-Vrouw te Onze-Lieve-Vrouw-Waver (VL - Sint-Katelijne-Waver)
0211.277.977,4,3,Kerkfabriek Sint-Amandus te Ooike (VL - Wortegem-Petegem)
0211.278.076,4,3,Kerkfabriek Sint-Brixius te Ooigem (VL - Wielsbeke)
0211.278.175,4,3,Kerkfabriek Sint-Martinus (VL - Olen)
0211.278.472,4,3,Kerkfabriek Sint-Martinus te Oombergen (VL - Zottegem)
0211.278.571,4,3,Kerkfabriek Sint-Martinus te Oordegem (VL - Lede)
0211.278.769,4,3,Kerkfabriek Sint-Niklaas te Oostduinkerke (VL - Koksijde)
0211.278.868,4,3,Kerkfabriek Sint-Amandus te Oostakker (VL - Gent)
0211.279.066,4,3,Kerkfabriek Onze-Lieve-Vrouw ter Duinen te Mariakerke (VL - Oostende)
0211.279.165,4,3,Kerkfabriek Onze-Lieve-Vrouw Hemelvaart te Mariakerke (VL - Oostende)
0211.279.264,4,3,Kerkfabriek Heilig Kruis en Onze-Lieve-Vrouw te Oosteeklo (VL - Assenede)
0211.279.363,4,3,Kerkfabriek Sint-Petrus en Paulus (VL - Oostende)
0211.279.759,4,3,Kerkfabriek Heilig Hart (VL - Oostende)
0211.279.858,4,3,Kerkfabriek Sint-Antonius van Padua te Vuurtorenwijk (VL - Oostende)
0211.279.957,4,3,Kerkfabriek Sint-Jozef (VL - Oostende)
0211.280.056,4,3,Kerkfabriek Sint-Rafaël (VL - Oostende)
0211.280.254,4,3,Kerkfabriek Sint-Godelieve te Moerbrugge (VL - Oostkamp)
0211.280.353,4,3,Kerkfabriek Sint-Gangulphus (VL - Oosterzele)
0211.280.452,4,3,Kerkfabriek Sint-Pieter (VL - Oostkamp)
0211.280.551,4,3,Kerkfabriek Sint-Quintinus te Oostkerke (VL - Damme)
0211.280.749,4,3,Kerkfabriek Sint-Laurentius te Oostmalle (VL - Malle)
0211.280.848,4,3,Kerkfabriek Onze-Lieve-Vrouw te Oostnieuwkerke (VL - Staden)
0211.280.947,4,3,Kerkfabriek Sint-Amandus (VL - Oostrozebeke)
0211.281.046,4,3,Kerkfabriek Sint-Jozef te De Ginste (VL - Oostrozebeke)
0211.281.145,4,3,Kerkfabriek Sint-Amatus te Oostvleteren (VL - Vleteren)
0211.281.442,4,3,Kerkfabriek Sint-Martinus te Opbrakel (VL - Brakel)
0211.281.541,4,3,Kerkfabriek Sint-Lambertus (VL - Opglabbeek)
0211.281.739,3,3,Fabrique d'Eglise Sainte-Aldegonde à Ophain-Bois-Seigneur-Isaac (WL - Braine-l'Alleud)
0211.281.937,4,3,Kerkfabriek Sint-Pietersbanden te Ophasselt (VL - Geraardsbergen)
0211.282.036,3,3,Fabrique d'Eglise Saint-Martin à Opheylissem (WL - Hélécine)
0211.282.135,4,3,Kerkfabriek Sint-Servatius te Ophoven (VL - Kinrooi)
0211.282.234,4,3,Kerkfabriek Sint-Lambertus te Opheers (VL - Heers)
0211.282.333,4,3,Kerkfabriek Sint-Lambertus te Geistingen (VL - Kinrooi)
0211.282.432,4,3,Kerkfabriek Parochie Sint-Augustinus (VL - Tienen)
0211.282.531,4,3,Kerkfabriek Sint-Trudo te Opitter (VL - Bree)
0211.282.630,4,3,Kerkfabriek Sint-Dionysius te Opoeteren (VL - Maaseik)
0211.282.828,3,3,Fabrique d'Eglise Saint-Aubin à Opprebais (WL - Incourt)
0211.282.927,4,3,Kerkfabriek Sint-Jozef te Droeshout (VL - Opwijk)
0211.283.026,4,3,Kerkfabriek Onze-Lieve-Vrouw Middelares te Nijverseel (VL - Opwijk)
0211.283.125,3,3,Fabrique d'Eglise Saint-Lambert à Orbais (WL - Perwez)
0211.283.224,3,3,Fabrique d'Eglise Saint Martin à Orchimont ( WL - Vresse-sur-Semois )
0211.283.323,4,3,Kerkfabriek Sint-Paulus (VL - Opwijk)
0211.283.521,3,3,Fabrique d'Eglise Notre-Dame à Bergilers (WL - Oreye)
0211.283.620,3,3,Fabrique d'Eglise Saint-Servais à Grandville (WL - Oreye)
0211.283.719,3,3,Fabrique d'Eglise Saint-Hubert à Lens-sur-Geer (WL - Oreye)
0211.283.818,3,3,Fabrique d'Eglise Sainte-Gertrude à Otrange (WL - Oreye)
0211.283.917,3,3,Fabrique d'Eglise à Orgeo ( WL - Bertrix )
0211.284.016,3,3,Fabrique d'Eglise Saint-Clément (WL - Oreye)
0211.284.115,3,3,Fabrique d'Eglise à Orgeo ( WL - Bertrix )
0211.284.214,3,3,Fabrique d'Eglise à Orgeo ( WL - Bertix )
0211.284.313,3,3,Fabrique d'Eglise Saint-Ursmer à Ormeignies (WL - Ath)
0211.284.511,3,3,Fabrique d'Eglise Sainte-Adèle et Saint-Martin à Orp-le-Grand (WL - Orp-Jauche)
0211.284.610,4,3,Kerkfabriek Sint-Pieter te Orsmaal-Gussenhoven (VL - Linter)
0211.284.808,3,3,Fabrique d'Eglise Saint Antoine à Orgeo ( WL - Bertrix )
0211.284.907,3,3,Fabrique d'Eglise Saint Remy à Ortho ( WL - La Roche-en-Ardenne )
0211.285.006,3,3,Fabrique d'Eglise Saint Lambert à Ortho ( WL- La Roche-en-Ardenne )
0211.285.105,3,3,Fabrique d'Eglise Saint Antoine à Ortho ( WL- La Roche-en-Ardenne )
0211.285.204,3,3,Fabrique d'Eglise Saint Hubert à Ortho ( WL- La Roche-en-Ardenne )
0211.285.303,3,3,Fabrique d'Eglise à Ortho ( WL- La Roche-en-Ardenne )
0211.285.499,4,3,Kerkfabriek Sint-Amandus en Sint-Anna te Otegem (VL - Zwevegem)
0211.285.598,3,3,Fabrique d'Eglise Saint-Michel  à Oteppe ( WL - Burdinne )
0211.285.697,3,3,Fabrique d'Eglise Saints-Pierre et Paul à Othée (WL - Awans)
0211.285.796,4,3,Kerkfabriek Sint-Niklaas te Ottenburg (VL - Huldenberg)
0211.285.895,3,3,Fabrique d'Eglise Saint Brice d’Orroir ( WL - Mont-de-l'Enclus )
0211.285.994,3,3,Fabrique d'Eglise Saint-Rémy à Ottignies (WL - Ottignies-Louvain-la-Neuve)
0211.286.093,4,3,Kerkfabriek Sint-Paulus Bekering te Ottergem (VL - Erpe-Mere)
0211.286.192,4,3,Kerkfabriek Onze-Lieve-Vrouw Hemelvaart te Oudegem (VL - Dendermonde)
0211.286.291,4,3,Kerkfabriek Sint-Jan Baptist te Oudekapelle (VL - Diksmuide)
0211.286.390,4,3,Kerkfabriek Sint-Walburga (VL - Oudenaarde)
0211.286.489,4,3,Kerkfabriek Onze-Lieve-Vrouw Geboorte te Pamele (VL - Oudenaarde)
0211.286.588,4,3,Kerkfabriek Sint-Petrus te Bevere (VL - Oudenaarde)
0211.286.687,4,3,Kerkfabriek Sint-Martinus te Edelare (VL - Oudenaarde)
0211.286.786,4,3,Kerkfabriek Sint-Laurentius te Ename (VL - Oudenaarde)
0211.286.885,4,3,Kerkfabriek Sint-Vedastus te Nederename (VL - Oudenaarde)
0211.286.984,4,3,Kerkfabriek Sint-Martinus te Volkegem (VL - Oudenaarde)
0211.287.083,4,3,Kerkfabriek Sint-Pieter in Banden te Oudenaken (VL - Sint-Pieters-Leeuw)
0211.287.182,3,3,Fabrique d'Eglise Saint-Pie X  à Petit-Ry (WL - Ottignies-Louvain-la-Neuve)
0211.287.281,4,3,Kerkfabriek Heilige Arnoldus (VL - Oudenburg)
0211.287.380,4,3,Kerkfabriek Sint-Anna (VL - Oud-Heverlee)
0211.287.479,4,3,Kerkfabriek Onze-Lieve-Vrouw (VL - Oudenburg)
0211.287.578,4,3,Kerkfabriek Sint-Bavo (VL - Oud-Turnhout)
0211.287.677,4,3,Kerkfabriek Sint-Job (VL - Oud-Turnhout)
0211.287.776,4,3,Kerkfabriek Sint-Antonius Abt te Oosthoven (VL - Oud-Turnhout)
0211.287.875,3,3,Fabrique d'Eglise Saint-Médard (WL - Ouffet)
0211.287.974,3,3,Fabrique d'Eglise Saint-Martin à Ougrée (WL - Seraing)
0211.288.073,4,3,Kerkfabriek Onbevlekt Hart van Maria te Zwaneven (VL - Oud-Turnhout)
0211.288.172,3,3,Fabrique d'Eglise Sainte-Thérèse de l'Enfant Jésus à Ougrée (WL - Seraing)
0211.288.370,3,3,Fabrique d'Eglise Saint-Remy (WL - Oupeye)
0211.288.469,4,3,Kerkfabriek Sint-Amandus te Outer Herlinckhove (VL - Ninove)
0211.288.568,4,3,Kerkfabriek Sint-Antonius van Padua te Outer-Lebeke (VL - Ninove)
0211.288.766,3,3,Fabrique d'Eglise à Ougrée ( WL- Seraing )
0211.288.865,4,3,Kerkfabriek Sint-Petrus te Outrijve (VL - Avelgem)
0211.288.964,4,3,Kerkfabriek Sint-Jan Baptist te Ouwegem (VL - Zingem)
0211.289.063,4,3,Kerkfabriek Sint-Aldegonde te Overboelare (VL - Geraardsbergen)
0211.289.162,4,3,Kerkfabriek Sint-Sulpitius te Overhespen (VL - Linter)
0211.289.261,4,3,Kerkfabriek Sint-Bernardus te Tombeek (VL - Overijse)
0211.289.360,4,3,Kerkfabriek Sint-Joost te Maleizen (VL - Overijse)
0211.289.459,4,3,Kerkfabriek Sint-Martinus (VL - Overijse)
0211.289.558,4,3,Kerkfabriek Onze-Lieve-Vrouw te Jezus-Eik (VL - Overijse)
0211.289.657,4,3,Kerkfabriek Onze-Lieve-Vrouw Hemelvaart te Overmere (VL - Berlare)
0211.289.756,4,3,Kerkfabriek Sint-Cornelius te Lindelhoeven (VL - Overpelt)
0211.290.053,3,3,Fabrique d'Eglise Saint-Pierre à Beclers (WL - Tournai)
0211.290.152,3,3,Fabrique d'Eglise Saint Gilles à Tailles ( WL - Houffalize )
0211.290.251,3,3,Fabrique d'Eglise Saint Brice à Longvilly ( WL - Bastogne )
0211.290.350,3,3,Fabrique d'Eglise à Longvilly ( WL - Bastogne )
0211.290.449,3,3,Fabrique d'Eglise Saint Jean à Longvilly ( WL - Bastogne )
0211.290.548,3,3,Fabrique d'Eglise Saint Martin à Longvilly ( WL - Bastogne )
